text kotor,likeCount,Teks_Bersih,Yes,No,Compound,Sentiment
"@zee00nunew @CwrNew @zee_pruk Prediksi jaya jaya jaya
Club motornya vincent desta dkk",1,pruk prediksi jaya jaya jaya club motornya vincent desta dkk,0.0,0.0,0.0,No
"Om om paling menarik di Indonesia cuma Vincent, desta, sama gading 🙏🏻",0,om om paling menarik di indonesia cuma vincent desta sama gading,0.0,0.0,0.0,No
@vaaspace ahmad dhani punya f(x) = y dan kenapa hidrogen perklorat ditabrak vario mengucapkan selamat idul fitri garis lurus bersinggungan terbaik dewa 19 vincent desta bawa bejana kopi V60 silverqueen kenapa dia bisa tiba tiba tenis sparta telaga gudeg,0,ahmad dhani punya f x y dan kenapa hidrogen perklorat ditabrak vario mengucapkan selamat idul fitri garis lurus bersinggungan terbaik dewa vincent desta bawa bejana kopi v silverqueen kenapa dia bisa tiba tiba tenis sparta telaga gudeg,0.0,0.0,0.0,No
"Kemarin paman datang
pamanku vincent desta",0,kemarin paman datang pamanku vincent desta,0.0,0.0,0.0,No
@ssefnum Tonight show..... Vincent &amp; desta....,0,tonight show vincent amp desta,0.0,0.0,0.0,No
@ielysea @rentfess @atlantimc @racoonteurv @iArktik Kagak lihat Vincent desta gue,0,kagak lihat vincent desta gue,0.0,0.0,0.0,No
VINCENT DESTA.. ORANG KOK GIMIK TERUS HERAAAAAAN!!  youtube.com/watch?v=81T9op…,0,vincent desta orang kok gimik terus heraaaaaan youtube com watch v t op,0.0,0.0,0.0,No
@firstfleur @thirtny Lucuan Vincent Desta,0,lucuan vincent desta,0.0,0.0,0.0,No
@shespidee vincent desta anjg bukan bokep 😭😭😍,0,vincent desta anjg bukan bokep,0.0,0.0,0.0,No
Gw berarti gamimpi pas tidurbsetel vincent desta dan scroll tiktok,0,gw berarti gamimpi pas tidurbsetel vincent desta dan scroll tiktok,0.0,0.0,0.0,No
"ini kok feeling gue vincent desta sebenernya ditawarin film ini juga ya? (ofc mereka nolak)

i mean majority castnya temennya semua bjir....",0,ini kok feeling gue vincent desta sebenernya ditawarin film ini juga ya ofc mereka nolak i mean majority castnya temennya semua bjir,0.0,0.07,0.128,No
"@angewwie My name is Vincent and I can't tell you how many times I corrected my own names. For a few times I had to say ""itu lho kayak Vincent Desta di TV"" but it doesn't help much.",0,my name is vincent and i can t tell you how many times i corrected my own names for a few times i had to say itu lho kayak vincent desta di tv but it doesn t help much,0.0,0.1,0.5499,No
taeil johnny vs vincent desta,9,taeil johnny vs vincent desta,0.0,0.0,0.0,No
@tanyarlfes satu tingkat diatas vincent - desta,0,satu tingkat diatas vincent desta,0.0,0.0,0.0,No
"@xosetiyono @iIhamzada Emang gampang ""biar diurus Vincent-Desta""? 
Gak semudah ketikanmu. Cabang Olahraga ini sarat bisnis dan kuasa.",7,emang gampang biar diurus vincent desta gak semudah ketikanmu cabang olahraga ini sarat bisnis dan kuasa,0.0,0.0,0.0,No
"@iIhamzada Tenis meja bisa gk biar di urus Vincent Desta, waktu gelar pertandingan antara Abdel dan Desta seru juga itu.
Dan waktu itu juga ada kritikan terhadap pengurusan tenis meja juga.",130,tenis meja bisa gk biar di urus vincent desta waktu gelar pertandingan antara abdel dan desta seru juga itu dan waktu itu juga ada kritikan terhadap pengurusan tenis meja juga,0.0,0.0,0.0,No
"@prabudjie Cinlok di vincent desta agency

A THREAD",0,cinlok di vincent desta agency a thread,0.0,0.0,0.0,No
"Komi sisen 1 dan 2 (baca komiknya juga)

Se7en
Zodiac
Madoka Magia
Mushoku Tensei
Summer Time Rendering
Suzume no Tojimari
Batman The Dark Night 
Pretty Boys(yang vincent desta)
Miracle in Cell No.7 (yang indo)
Avengers End Game (dan film mcu sebelumnya)
Demon Slayer(baca komik)",0,komi sisen dan baca komiknya juga se en zodiac madoka magia mushoku tensei summer time rendering suzume no tojimari batman the dark night pretty boys yang vincent desta miracle in cell no yang indo avengers end game dan film mcu sebelumnya demon slayer baca komik,0.084,0.134,0.5574,No
enga jawab vincent desta aja bang😌,1,enga jawab vincent desta aja bang,0.0,0.0,0.0,No
humor bnr ni psngan kyk vincent desta,0,humor bnr ni psngan kyk vincent desta,0.0,0.259,0.2732,No
"@putpuwi Harusnya - Youtube om ,youtube vincent desta show show show , biar kaya iyeb 🤣🤣",0,harusnya youtube om youtube vincent desta show show show biar kaya iyeb,0.0,0.0,0.0,No
"👦: kerja dimana skrg?
🥰: di Vindes om..
👦: apaan tuh?
🥰: youtube om.. youtube Vincent Desta
👦: oh kayak youtuber gitu yah",108,kerja dimana skrg di vindes om apaan tuh youtube om youtube vincent desta oh kayak youtuber gitu yah,0.0,0.0,0.0,No
@jwoniiee_ Vincent desta itu kalo nyanyi bon jovi liriknya diganti 🤣,0,vincent desta itu kalo nyanyi bon jovi liriknya diganti,0.0,0.0,0.0,No
lucunya sebanding sama vincent-desta,0,lucunya sebanding sama vincent desta,0.0,0.0,0.0,No
"@dilfsdo vincent, desta mn😔😔😔😔",0,vincent desta mn,0.0,0.0,0.0,No
"K1
Henry 'Batman'
Vincent
Desta
Cliff 
Lembu
Ytonk",0,k henry batman vincent desta cliff lembu ytonk,0.0,0.0,0.0,No
"DBD + Lembu
Ytonk
Henry 'Batman'
Vincent
Desta
Cliff",0,dbd lembu ytonk henry batman vincent desta cliff,0.0,0.0,0.0,No
"DBD + Henry 'Batman'
Vincent
Desta
Cliff 
Lembu
Ytonk",0,dbd henry batman vincent desta cliff lembu ytonk,0.0,0.0,0.0,No
"DBD + Henry 'Batman'
Vincent
Desta
Cliff 
Lembu
Ytonk",0,dbd henry batman vincent desta cliff lembu ytonk,0.0,0.0,0.0,No
"H3 S Henry 'Batman'
Vincent
Desta
Cliff lembu ytonk.",0,h s henry batman vincent desta cliff lembu ytonk,0.0,0.0,0.0,No
"Mana duet terlucu menurut kalian? 
• Komeng &amp; Adul
• Vincent &amp; Desta
• Andre &amp; Sule
• Maguire &amp; De Gea https://t.co/JJ0l8bKUYI",8,mana duet terlucu menurut kalian komeng amp adul vincent amp desta andre amp sule maguire amp de gea,0.0,0.0,0.0,No
"@vindestwitt Mungkin dia gak ngerti arti dari keluar dari zona nyaman, kalo konsep nya gitu"" doang gimana perusahaan mau maju, mana sekarang saker nya tambah banyak, kan Vincent Desta pernah bilang kalo saker sejatera dan makmur mereka senang dan bahagia, yg ngerti filosofi nya pasti tau",1,mungkin dia gak ngerti arti dari keluar dari zona nyaman kalo konsep nya gitu doang gimana perusahaan mau maju mana sekarang saker nya tambah banyak kan vincent desta pernah bilang kalo saker sejatera dan makmur mereka senang dan bahagia yg ngerti filosofi nya pasti tau,0.0,0.0,0.0,No
"@febryfeb @vindestwitt Justru itu gk sih tujuannya. Secara korporasi kl cuma ngandelin figur vincent-desta doang, bisa brp lama? emangnya bakal terus²an tampil?
Jd gk berkembang &amp; gk sustainable

Sama kyk Close the door mulai ada segmen lain. Invest di channel lain",1,justru itu gk sih tujuannya secara korporasi kl cuma ngandelin figur vincent desta doang bisa brp lama emangnya bakal terus an tampil jd gk berkembang amp gk sustainable sama kyk close the door mulai ada segmen lain invest di channel lain,0.0,0.0,0.0,No
@tteokcheek HALO AKU PERNAH LIAT AKUN KAMU JUGA omg daripada sule andre mending kita vincent desta ❤️😋,0,halo aku pernah liat akun kamu juga omg daripada sule andre mending kita vincent desta,0.0,0.0,0.0,No
@Christiyan vincent desta,0,vincent desta,0.0,0.0,0.0,No
"Kemarin.... paman datang...
Paman ku... Vincent Desta @vindestwitt",0,kemarin paman datang paman ku vincent desta,0.0,0.0,0.0,No
Renhyuck penerusnya vincent desta wbk,0,renhyuck penerusnya vincent desta wbk,0.0,0.0,0.0,No
@tanyakanrl 🤣 butuh temen kek Vincent desta,38,butuh temen kek vincent desta,0.0,0.0,0.0,No
@nuraseona_ 😂😂 youtube jela hiburan selain netflix..sbb jarang nonton tv.. my favorite show - tonight show vincent/desta. tp RA aku suka anak2nya.,0,youtube jela hiburan selain netflix sbb jarang nonton tv my favorite show tonight show vincent desta tp ra aku suka anak nya,0.0,0.125,0.4588,No
"@MafiaWasit Vindes, Vincent desta😆",0,vindes vincent desta,0.0,0.0,0.0,No
gw mo nontonin vincent desta aja lucu,0,gw mo nontonin vincent desta aja lucu,0.0,0.0,0.0,No
"@tanyarlfes ketemu vincent desta di tonight show, kalo di yt tv lucu, aslinya lebih lucu anj😭😭😭😂sampe digendong om vincent goyang bareng om desta",0,ketemu vincent desta di tonight show kalo di yt tv lucu aslinya lebih lucu anj sampe digendong om vincent goyang bareng om desta,0.0,0.0,0.0,No
@WatchmenID Kurang vincent desta aja nih wkwk,0,kurang vincent desta aja nih wkwk,0.0,0.0,0.0,No
@vvotanet vincent desta sih jelas,0,vincent desta sih jelas,0.0,0.0,0.0,No
@vvotanet Marcell-Vincent-Desta,1,marcell vincent desta,0.0,0.0,0.0,No
@vvotanet Wendy - Surya ato Vincent - Desta.,1,wendy surya ato vincent desta,0.0,0.0,0.0,No
looks like they have vincent-desta chemistry,0,looks like they have vincent desta chemistry,0.0,0.294,0.3612,No
@ephanbin LAGIAN ITU BER2 LUCU BGT kayak vincent desta😕😕,0,lagian itu ber lucu bgt kayak vincent desta,0.0,0.0,0.0,No
"@virtuaIbase Sekali kali jadi C, mau bro atau bestie rent yang bisa cosplay vincent-desta atau andre-rina nose. Not in rush ya.",0,sekali kali jadi c mau bro atau bestie rent yang bisa cosplay vincent desta atau andre rina nose not in rush ya,0.0,0.0,0.0,No
@Ana_ndha @ututuuututututt @tanyakanrl Vincent desta darto andre dll. Kayaknya anggota prediksi itu,0,ndha vincent desta darto andre dll kayaknya anggota prediksi itu,0.0,0.0,0.0,No
@kochengfs Vincent &amp; desta https://t.co/KJdxNYxaUC,0,vincent amp desta,0.0,0.0,0.0,No
"Malam ini ada wanita dengan paket lengkap yang mampir ke Vincent Desta Show. Tidak lain dan tidak bukan, Nagita Slavina!

Sudah tayang di Youtube Vindes. Klik youtu.be/_2JuV1Ge7BQ

#Vindes 
#VincentandDesta https://t.co/Bq7PH9IPCS",151,malam ini ada wanita dengan paket lengkap yang mampir ke vincent desta show tidak lain dan tidak bukan nagita slavina sudah tayang di youtube vindes klik youtu be juv ge bq vindes vincentanddesta,0.0,0.0,0.0,No
@skrrtppel @restorasee @hourlyidn vincent desta gocek (gocipin cepak bola),0,vincent desta gocek gocipin cepak bola,0.0,0.0,0.0,No
"@anang_batas Boyband sing kancane Vincent Desta?

Nsync storia

#tet",0,batas boyband sing kancane vincent desta nsync storia tet,0.0,0.0,0.0,No
@yourbae Kok mau mauan di undang vindes subuh subuh bang ? Duo kocakk vincent desta wkwk..,0,kok mau mauan di undang vindes subuh subuh bang duo kocakk vincent desta wkwk,0.0,0.0,0.0,No
Baju kokonya Vincent Desta tjakep deh!,0,baju kokonya vincent desta tjakep deh,0.0,0.0,0.0,No
"@thejurgenholic Jihyo mirip sama cewek yang sama Vincent Desta tuh,siapa lupa namanya",0,jihyo mirip sama cewek yang sama vincent desta tuh siapa lupa namanya,0.0,0.0,0.0,No
@idextratime ngerri vincent desta,0,ngerri vincent desta,0.0,0.0,0.0,No
COKI MUSLIM DAN VINCENT DESTA SAMA-SAMA PERNAH KENA KASUS HUKUM! KAPOK??? youtu.be/eJpDcr-9Svg via @YouTube,0,coki muslim dan vincent desta sama sama pernah kena kasus hukum kapok youtu be ejpdcr svg via,0.0,0.0,0.0,No
Vincent &gt; Desta,0,vincent gt desta,0.0,0.512,0.2732,No
"DEMI ALLLAH RANDOM BGTT TBTB JOIN BUKBER KOMUNITAS VINDES(??) ALIAS FANS VINCENT&amp;DESTA 😭😭😭 MANA ADA ACARA TUKER KADOO GUE DPT COKK 😭😭 MEREKA SERU PECAH ABISSS 😭😭 

mff emot nangis smw tp asliny seneng ko 😭😭 https://t.co/WdaObRa5F3",1,demi alllah random bgtt tbtb join bukber komunitas vindes alias fans vincent amp desta mana ada acara tuker kadoo gue dpt cokk mereka seru pecah abisss mff emot nangis smw tp asliny seneng ko,0.0,0.062,0.296,No
Tuh denger kata habib🤣 #ธาตุทองซาวด์ #gntm #SUGA #AFHS #thepassion #WhereisPushpa #AgustD #bursa #tonightshow #vincent #desta #habibjafar #ManchesterUnited https://t.co/9d9eQw0FP8,0,tuh denger kata habib gntm suga afhs thepassion whereispushpa agustd bursa tonightshow vincent desta habibjafar manchesterunited,0.0,0.0,0.0,No
"@convomfs Cak lontong, dodit, wendy cagur, andre taulany, vincent desta",0,cak lontong dodit wendy cagur andre taulany vincent desta,0.0,0.0,0.0,No
gara-gara nonton vincent desta nih jadi paham spontan uhuy :)),0,gara gara nonton vincent desta nih jadi paham spontan uhuy,0.0,0.0,0.0,No
"Coki - Muslim X Vincent - Desta
🔥🔥🔥🔥",0,coki muslim x vincent desta,0.0,0.0,0.0,No
@VINDESAGENCY Ngakak Vincent desta rl kan maksudnya?,0,ngakak vincent desta rl kan maksudnya,0.0,0.0,0.0,No
@ulasinema Kok belum ada replies atau qrt Vincent &amp; Desta ya https://t.co/a3f2yTo316,1,kok belum ada replies atau qrt vincent amp desta ya,0.0,0.0,0.0,No
Gue suka Vincent Desta. 🤭,0,gue suka vincent desta,0.0,0.0,0.0,No
"Vincent Desta adalah cikal bakal Coki Muslim 🤣🤣🤣
youtube.com/watch?v=eJpDcr…",0,vincent desta adalah cikal bakal coki muslim youtube com watch v ejpdcr,0.0,0.0,0.0,No
Kalo puasa keingetan main #sawityowit sm vincent desta. Anjir tahun berapa ya itu ktknya gua smp dah wkskwk tua bgt,0,kalo puasa keingetan main sawityowit sm vincent desta anjir tahun berapa ya itu ktknya gua smp dah wkskwk tua bgt,0.0,0.0,0.0,No
@txtdarigajelas Waktu masih Vincent &amp; Desta Show with Hesty  Enzy mana bintang tamunya itu itu terus.. 🤣,4,waktu masih vincent amp desta show with hesty enzy mana bintang tamunya itu itu terus,0.0,0.0,0.0,No
@Metarawitwin kalo di indo udah diajak gabung sama vincent desta gaksie😭😭😭,1,kalo di indo udah diajak gabung sama vincent desta gaksie,0.0,0.0,0.0,No
junan cover Nirvana!! nan lu harus ketemu Vincent desta sih kata akuu 😭 nyambung bangetttt pasti obrolannya 😭,0,junan cover nirvana nan lu harus ketemu vincent desta sih kata akuu nyambung bangetttt pasti obrolannya,0.0,0.0,0.0,No
"sekarang tiap denger lagu naff yang ini, selalu nyanyi pake liriknya vincent desta anjir 😭
open.spotify.com/track/3n9Rplkk…",0,sekarang tiap denger lagu naff yang ini selalu nyanyi pake liriknya vincent desta anjir open spotify com track n rplkk,0.0,0.0,0.0,No
"WKWKWKWKWKWKWKWKKWKWKWKWKW LUCU BANGET TAEEEE

COKI MUSLIM DAN VINCENT DESTA SAMA-SAMA PERNAH KENA KASUS HUKUM! KAPOK??? youtube.com/watch?v=eJpDcr…",0,wkwkwkwkwkwkwkwkkwkwkwkwkw lucu banget taeeee coki muslim dan vincent desta sama sama pernah kena kasus hukum kapok youtube com watch v ejpdcr,0.0,0.0,0.0,No
"@unmagnetism Ahmad dhani, 
Vincent desta",0,ahmad dhani vincent desta,0.0,0.0,0.0,No
vincent desta dipecat dari mtv bujang gara-gara ngeledek logo globaltv,7,vincent desta dipecat dari mtv bujang gara gara ngeledek logo globaltv,0.0,0.0,0.0,No
"Bang, gue ngarep banget bisa liat lu jadi komentator kayak vincent desta gara2 ini😅👍",0,bang gue ngarep banget bisa liat lu jadi komentator kayak vincent desta gara ini,0.0,0.0,0.0,No
Minions gue rasa ikutnya vindes sport nanti lawan vincent desta,40,minions gue rasa ikutnya vindes sport nanti lawan vincent desta,0.0,0.0,0.0,No
@vindestwitt Vincent Desta oomleo ebel marshel indra jegel mami Nunung chef norman chef willgoz chef Martin.,0,vincent desta oomleo ebel marshel indra jegel mami nunung chef norman chef willgoz chef martin,0.0,0.0,0.0,No
@vindestwitt Vincent Desta Hesti Enzy om leo dan Bu sisca.,0,vincent desta hesti enzy om leo dan bu sisca,0.0,0.0,0.0,No
@patragumala vincent desta sule andre mnurut gw setelah alm olga komeng adul,0,vincent desta sule andre mnurut gw setelah alm olga komeng adul,0.0,0.0,0.0,No
@gorgeuis Vincent Desta,0,vincent desta,0.0,0.0,0.0,No
"Ibarat vincent - desta, vincent cuma kasih lambungan jokes sedikit aja, desta pasti paham dan masuk ke jokesnya. Beda cerita klo vincent partneran sm irfan hakim atau raffi ahmad, pasti kurang.

Jot harusnya bisa ngeliat itu dr para member.",0,ibarat vincent desta vincent cuma kasih lambungan jokes sedikit aja desta pasti paham dan masuk ke jokesnya beda cerita klo vincent partneran sm irfan hakim atau raffi ahmad pasti kurang jot harusnya bisa ngeliat itu dr para member,0.0,0.051,0.25,No
"@nagacentil Vincent Desta sudah meramal ini dari jaman dulu

youtu.be/hmCU87jHS7A",4,vincent desta sudah meramal ini dari jaman dulu youtu be hmcu jhs a,0.0,0.0,0.0,No
"ACG Aku Cinta Gunung, Vincent &amp; Desta Naik Gunung Eiger? youtu.be/m3dxLLCmEuo via @YouTube",0,acg aku cinta gunung vincent amp desta naik gunung eiger youtu be m dxllcmeuo via,0.0,0.0,0.0,No
vincent desta,1,vincent desta,0.0,0.0,0.0,No
"@SuiciDeSpair_ Punk, pemuda urakan namun kreatif kalo.kata Vincent Desta",0,punk pemuda urakan namun kreatif kalo kata vincent desta,0.0,0.0,0.0,No
lawakan mereka tuh kyk gimmick vincent desta bgtt 😭 https://t.co/CdBbuNKqcT,0,lawakan mereka tuh kyk gimmick vincent desta bgtt,0.0,0.0,0.0,No
"@keitaloverbot OALAH, TAU-TAU. EGK MW MENDING SM VINCENT DESTA",0,oalah tau tau egk mw mending sm vincent desta,0.0,0.0,0.0,No
@G3M4THs geng motor nya vincent desta😭😭😭🙏🏻🙏🏻,0,geng motor nya vincent desta,0.0,0.0,0.0,No
"@falenzaman Vincent desta, Onald, surya indra jegel, boris bokir...",0,vincent desta onald surya indra jegel boris bokir,0.0,0.0,0.0,No
"@keitaloverbot MANG SYP SI, KAN VINCENT DESTA 😭 AK EGK TW GOMEN",0,mang syp si kan vincent desta ak egk tw gomen,0.0,0.0,0.0,No
@yujinpow BUKAN VINCENT DESTA BJIER😭😭😭😭💪🏻💪🏻💪🏻,0,bukan vincent desta bjier,0.0,0.0,0.0,No
"Verified
Senin artinya Vincent Desta Show, yang malam ini bersama Jeriko Panggabean; ialah sahabat lama Vincent.

Apakah yang akan dibongkar dan terbongkar? Tongton dan saskikan di Youtube Vindes sekarang. 

Klik youtu.be/Q7MeUzbCa_U

#Vindes 
#VincentandDesta https://t.co/Y0zHbsC9Va",43,verified senin artinya vincent desta show yang malam ini bersama jeriko panggabean ialah sahabat lama vincent apakah yang akan dibongkar dan terbongkar tongton dan saskikan di youtube vindes sekarang klik youtu be q meuzbca u vindes vincentanddesta,0.0,0.0,0.0,No
vincent desta cabang korea https://t.co/6PLyTI03du,0,vincent desta cabang korea,0.0,0.0,0.0,No
"Diprank ini ada Vincent Desta di Jerman!!

youtube.com/live/fDhdKCTM3…

#Vindes
#RamadanBarengVindes https://t.co/lnDJAh81EN",152,diprank ini ada vincent desta di jerman youtube com live fdhdkctm vindes ramadanbarengvindes,0.0,0.0,0.0,No
"@vindestwitt opini pribadi saya nih, ga seseru tahun kemarin.
Vincent Desta malah minim keliatan 
saya cuma nonton hari pertama, itu juga ga sampe kelar 😞",0,opini pribadi saya nih ga seseru tahun kemarin vincent desta malah minim keliatan saya cuma nonton hari pertama itu juga ga sampe kelar,0.0,0.0,0.0,No
SAHABAT SEJATI VINCENT DESTA MINGGIRRRRRRRRRRRR https://t.co/lAOwJxtJSy,2,sahabat sejati vincent desta minggirrrrrrrrrrrr,0.0,0.0,0.0,No
"@Jihagn @nixies TMI hari ini ada new performance dari Jikmin di The Tonight Show punya Jimmy Fallon, bukan punya Vincent Desta ya hati hati penipuan",0,tmi hari ini ada new performance dari jikmin di the tonight show punya jimmy fallon bukan punya vincent desta ya hati hati penipuan,0.0,0.0,0.0,No
vincent desta kece banget dah kacauuu...😫,0,vincent desta kece banget dah kacauuu,0.0,0.0,0.0,No
"@DyahWeru_Z Channel youtube nya vincent desta.. kalo buka puasa ada acaranya, terus ada adzan nya, yg adzan dikta",0,z channel youtube nya vincent desta kalo buka puasa ada acaranya terus ada adzan nya yg adzan dikta,0.0,0.0,0.0,No
kenapa hostnya bukan vincent desta,0,kenapa hostnya bukan vincent desta,0.0,0.0,0.0,No
"@notyoursst00pid @PartaiSocmed klo hesti, vincent desta dan enzy liat ini pasti pada heboh

"" eh eh eh siapa tuh, siapa tuh""",0,klo hesti vincent desta dan enzy liat ini pasti pada heboh eh eh eh siapa tuh siapa tuh,0.0,0.0,0.0,No
@vindestwitt Knp di bukber gak ada vincent desta nya?,0,knp di bukber gak ada vincent desta nya,0.0,0.0,0.0,No
"@pandji termasuk Vincent - Desta dong yes loyalis beliau yang masuk kategori, dekat dengan pemuda &amp; olahraga. 
mengingat rekam jejak abdee slank yang bisa jadi komisaris bumn yekan",0,termasuk vincent desta dong yes loyalis beliau yang masuk kategori dekat dengan pemuda amp olahraga mengingat rekam jejak abdee slank yang bisa jadi komisaris bumn yekan,0.0,0.097,0.4019,No
"Mau berterimakasih sama om vincent desta, makasih banyak udah hadir di dunia dengan membawa banyak kecerian dan kebahagian pada semua orang termasuk aku salah satunya, udah jadi tempat kalo lagi sedih, udah nemenin ngerjain tugas laporan di tiap-tiap malemnya.",0,mau berterimakasih sama om vincent desta makasih banyak udah hadir di dunia dengan membawa banyak kecerian dan kebahagian pada semua orang termasuk aku salah satunya udah jadi tempat kalo lagi sedih udah nemenin ngerjain tugas laporan di tiap tiap malemnya,0.0,0.0,0.0,No
"@interistakarbit oomleo circle nya keren gak alay kaya ditho. gue pernah bukber bareng goodnight electric, goodfriends, vincent, desta di tebet. yg emang kebetulan mereka sohib",2,oomleo circle nya keren gak alay kaya ditho gue pernah bukber bareng goodnight electric goodfriends vincent desta di tebet yg emang kebetulan mereka sohib,0.0,0.0,0.0,No
"Sambut Ramadan 2023, Vincent Desta Punya Progam Ramadan Bareng Vindes dlvr.it/SlDr0K",0,sambut ramadan vincent desta punya progam ramadan bareng vindes dlvr it sldr k,0.0,0.0,0.0,No
"@kikysaputrii @adjisdoaibu @Standupindo @abraham_TS Wkwkwk, minta maaf sama aku ya kak. Aku penggemar Vincent Desta Hesti Enzy 😅",0,ts wkwkwk minta maaf sama aku ya kak aku penggemar vincent desta hesti enzy,0.0,0.0,0.0,No
"terakhir kapan ya nonton tonight show 😭 padahal duluu ga pernah absen nonton vincent desta, sekarang udah hampir ga pernah 😭 paling cuma sekilas lihat cuplikan2nya di tiktok 😭",0,terakhir kapan ya nonton tonight show padahal duluu ga pernah absen nonton vincent desta sekarang udah hampir ga pernah paling cuma sekilas lihat cuplikan nya di tiktok,0.0,0.0,0.0,No
Pagi2 gue udah nangis banget liat Vincent Desta 😭😭😭😭,0,pagi gue udah nangis banget liat vincent desta,0.0,0.0,0.0,No
@perspillantwt iki lucu banget ekspresi vincent desta,0,iki lucu banget ekspresi vincent desta,0.0,0.0,0.0,No
imagine vincent &amp; desta invite them to tonight show,1,imagine vincent amp desta invite them to tonight show,0.0,0.167,0.1531,No
i can see b&amp;e in vincent &amp; desta,5,i can see b amp e in vincent amp desta,0.0,0.0,0.0,No
"Malam ini Vincent &amp; Desta kedatangan seseorang mutiara dari timur yang adalah @marionjolamj. Tonton keseruan obrolannya di Youtube Vindes. Meluncur! Sudah tayang!

youtube.com/watch?v=9SxBXT…

#Vindes 
#VincentandDesta https://t.co/huO518wYPZ",48,malam ini vincent amp desta kedatangan seseorang mutiara dari timur yang adalah tonton keseruan obrolannya di youtube vindes meluncur sudah tayang youtube com watch v sxbxt vindes vincentanddesta,0.0,0.0,0.0,No
bisa aja nih vincent desta https://t.co/YKmVsUjCpB,0,bisa aja nih vincent desta,0.0,0.0,0.0,No
"@tanyakanrl vincent desta komedia ga sie, pokonya mreka terlucu dah menurut ku",0,vincent desta komedia ga sie pokonya mreka terlucu dah menurut ku,0.0,0.0,0.0,No
"((jimin fallon))
(((acaranya vincent desta)))",0,jimin fallon acaranya vincent desta,0.0,0.0,0.0,No
@indomyfess iya bener vincent desta,0,iya bener vincent desta,0.0,0.0,0.0,No
((Jimin fallon)) ((tonight show)) ((Vincent desta)) 😭😭😭,0,jimin fallon tonight show vincent desta,0.0,0.0,0.0,No
"@indomyfess Tapi tonight show vincent desta emang terinspirasi dari typical US talkshow sih, makanya vibesnya mirip.",18,tapi tonight show vincent desta emang terinspirasi dari typical us talkshow sih makanya vibesnya mirip,0.0,0.0,0.0,No
@dunkinlemon Kaget. Gue kira beneran ke vincent desta😭,0,kaget gue kira beneran ke vincent desta,0.0,0.0,0.0,No
"Anjweengg ketawa bgttt plissss
Vincent desta gak tujhh😭😭😭",0,anjweengg ketawa bgttt plissss vincent desta gak tujhh,0.0,0.0,0.0,No
@txtdrindomy acara Vincent desta 😭😭,0,acara vincent desta,0.0,0.0,0.0,No
@txtdrindomy Bayangin aja keacara Vincent Desta suatu saat nanti,0,bayangin aja keacara vincent desta suatu saat nanti,0.0,0.0,0.0,No
@txtdrindomy Vincent desta😭😭,0,vincent desta,0.0,0.0,0.0,No
"@vindestwitt Vincent, desta, om leo",0,vincent desta om leo,0.0,0.0,0.0,No
"@kittycathae Yes, in Indonesia we have VinDes (Vincent&amp;Desta), like D&amp;E, both came from same group and have best chemistry..they started from a show on mtv and now they have their own youtube chnl..i also hope our D&amp;E will have their own chanel in the future, coz they're so good together 🥲",1,yes in indonesia we have vindes vincent amp desta like d amp e both came from same group and have best chemistry they started from a show on mtv and now they have their own youtube chnl i also hope our d amp e will have their own chanel in the future coz they re so good together,0.0,0.254,0.9436,No
"Vincent &amp; Desta enak banget, dapet endorse dari Eiger untuk langsung naik gunung di Swiss.",0,vincent amp desta enak banget dapet endorse dari eiger untuk langsung naik gunung di swiss,0.0,0.141,0.3182,No
@xxrickyshen vincent from vindes vincent desta iya apa iya,0,vincent from vindes vincent desta iya apa iya,0.0,0.0,0.0,No
Vincent &amp; Desta,0,vincent amp desta,0.0,0.0,0.0,No
"gwendeng semalem ak mimpi ada vincent desta ada dirumah trs maen ke kamar dh kek sodara kandung sendiri woyyyy. rasae kek nyata dan pas mimpi itu ngira mimpi tp ternyata nyata *paham g si*, pdhl mimpi yaAllahhhhh",0,gwendeng semalem ak mimpi ada vincent desta ada dirumah trs maen ke kamar dh kek sodara kandung sendiri woyyyy rasae kek nyata dan pas mimpi itu ngira mimpi tp ternyata nyata paham g si pdhl mimpi yaallahhhhh,0.0,0.0,0.0,No
"@putpuwi dochi sadega. vincent desta masih suka bingung kan apa itu musik bergenre ""pop punk"". nah dochi orang yang tepat untuk menjabarkan semua itu",0,dochi sadega vincent desta masih suka bingung kan apa itu musik bergenre pop punk nah dochi orang yang tepat untuk menjabarkan semua itu,0.0,0.0,0.0,No
"Zara udah bukan JKT48 main ke Vincent &amp; Desta Show malam ini. Sudah tayang di Youtube Vindes. Klik youtu.be/qIJfDolxJXg

#Vindes 
#VincentandDesta https://t.co/kHfLduQKGJ",65,zara udah bukan jkt main ke vincent amp desta show malam ini sudah tayang di youtube vindes klik youtu be qijfdolxjxg vindes vincentanddesta,0.0,0.0,0.0,No
"Ada yg udh liat video sy tanding bola pimpong bareng Vincent, Desta, Andre dan Dikta? Klo blm yuk langsung ke channel youtube nya Vindest!👍🏻👍🏻 https://t.co/FQuipnl0J5",0,ada yg udh liat video sy tanding bola pimpong bareng vincent desta andre dan dikta klo blm yuk langsung ke channel youtube nya vindest,0.0,0.0,0.0,No
@scheulleo Yang host Vincent desta ya? 🤣,0,yang host vincent desta ya,0.0,0.0,0.0,No
